statename,rank,countryid,val2013,val2014,val2015,val2016
Kentucky,20,Brazil,290.53,275.16,246.57,269.34
Kentucky,21,Thailand,562.79,592.24,381.98,257.86
Kentucky,22,Sweden,304.3,355.77,284.18,226.73
Kentucky,23,El Salvador,239.62,226.23,202.1,224.13
Kentucky,24,Spain,468.51,497.46,431.72,219.33
Kentucky,25,Turkey,163.51,194.79,210.29,204.19
Louisiana,0,World,66214.19,57610.89,35249.68,32423.7
Louisiana,0,Top 25,57092.69,49679.13,30280.13,27373.63
Louisiana,1,Saudi Arabia,14609.98,11483.99,5874.62,4648.93
Louisiana,2,Venezuela,8695.66,8385.26,4612.13,3338.16
Louisiana,3,Russia,5759.89,4131.77,2597.09,2396.58
Louisiana,4,Iraq,2374.57,1877.77,1049.38,2031.17
Louisiana,5,Algeria,1640.61,1833.97,1916.1,1870.81
Louisiana,6,Canada,1921.33,2070.7,1508.43,1481.08
Louisiana,7,Colombia,2840.94,1929.64,1182.82,1198.53
Louisiana,8,China,1024.25,1310.8,1293.73,1153.29
Louisiana,9,Brazil,1431.76,2436.57,1840.56,1115.64
Louisiana,10,Mexico,4701.86,3290.89,1474.87,1098.54
Louisiana,11,Kuwait,5238.23,4207.4,1291.6,1070.35
Louisiana,12,"Korea, South",467.28,685.78,664.63,848.59
Louisiana,13,Indonesia,534.16,550.5,416.63,508.94
Louisiana,14,Germany,743.75,796.54,684.66,507.07
Louisiana,15,Chile,160.18,167.71,138.5,456.03
Louisiana,16,Japan,366.01,404.94,300.79,439.89
Louisiana,17,United Kingdom,873.79,745.28,546.44,436.64
Louisiana,18,Morocco,202.49,173.8,233.9,394.67
Louisiana,19,Chad,1125.95,749.62,645.53,393.16
Louisiana,20,Italy,202.93,470.67,350.73,386.25
Louisiana,21,France,436.89,478.27,447.58,331.09
Louisiana,22,Trinidad and Tobago,570.56,681.68,508.23,321.32
Louisiana,23,Malaysia,435.65,425.42,329.89,319.08
Louisiana,24,Peru,689,348.36,264.87,317.53
Louisiana,25,Switzerland,44.96,41.83,106.39,310.3
Massachusetts,0,World,34361.33,34525.04,33652.69,33801.45
Massachusetts,0,Top 25,30906.23,30777.99,30442.95,31293.05
Massachusetts,1,Canada,8679.8,8590.3,7720.58,7231.09
Massachusetts,2,China,4626.8,4414.04,4405.53,4348.72
Massachusetts,3,Mexico,3378.83,3622.1,3940.32,3534
Massachusetts,4,Japan,863.39,937.27,1233.22,2352.09
Massachusetts,5,Ireland,1669.13,1604.42,1765.62,2042.54
Massachusetts,6,Germany,1736.9,1858.27,1826.4,1818.71
Massachusetts,7,United Kingdom,2410.77,2059.33,1513.61,1381.96
Massachusetts,8,Italy,647.1,681.2,692.81,1033.26
Massachusetts,9,Switzerland,780.24,824.87,851.97,934.34
Massachusetts,10,France,958.21,887.91,860.76,885.99
Massachusetts,11,Taiwan,593.93,622.7,660.54,630.36
Massachusetts,12,"Korea, South",365.49,415.33,378.4,509.66
Massachusetts,13,Malaysia,458.4,491.72,510.9,505.07
Massachusetts,14,Netherlands,877.69,942.33,782.44,479.23
Massachusetts,15,Vietnam,238.45,268.99,390.13,478.9
Massachusetts,16,Sweden,191.84,220.59,192.96,424.48
Massachusetts,17,Israel,291.83,339.93,429.8,415.45
Massachusetts,18,Philippines,421.85,368.09,383.5,360.84
Massachusetts,19,Thailand,328.06,305.67,366.25,323.05
Massachusetts,20,Indonesia,257.55,288.56,343.92,322.45
Massachusetts,21,Singapore,291.39,336.53,380.9,314.09
Massachusetts,22,India,279.41,303.81,298.01,309.62
Massachusetts,23,Trinidad and Tobago,214.66,20.56,105.6,234.71
Massachusetts,24,Costa Rica,173.13,173.4,184.02,216.53
Massachusetts,25,Belgium,171.38,200.09,224.77,205.93
Maryland,0,World,26578.23,30094.21,31516.77,30687.94
Maryland,0,Top 25,23099.03,26031.01,28037.63,27258.27
Maryland,1,Germany,5596.49,5874.4,5352.17,4379.63
Maryland,2,United Kingdom,1021.55,1319.75,2962.45,3506.92
Maryland,3,Japan,1602.72,2205.96,2181.44,3475.17
Maryland,4,China,2842.03,3129.86,3397.31,3096.53
Maryland,5,Mexico,2212.94,2473.64,2826.7,2161.99
Maryland,6,Canada,2053.96,2106.12,1995.45,1860.25
Maryland,7,Thailand,911.82,911.72,1004.87,948.6
Maryland,8,Sweden,341.91,498.66,832.7,860.69
Maryland,9,Brazil,745.88,1042.57,916.76,709.47
Maryland,10,South Africa,955.92,473.1,532.28,595.93
Maryland,11,Italy,737.25,708.08,702.62,569.47
Maryland,12,France,554,595.26,485.31,461.54
Maryland,13,Belgium,222.73,228.75,507.14,453.84
Maryland,14,Russia,417.57,497.93,569.72,453.14
Maryland,15,Indonesia,399.13,505.59,450.91,451.49
Maryland,16,Finland,325.11,412.11,482.37,435.59
Maryland,17,India,415.76,712.45,537.29,430.39
Maryland,18,"Korea, South",160.5,182.39,240.14,398.67
Maryland,19,Vietnam,254.57,321.29,314.91,372.8
Maryland,20,Netherlands,224.96,282.08,240.49,305.76
Maryland,21,Chile,300.21,359.96,282.37,293.52
Maryland,22,Austria,260.96,278.22,325.73,271.8
Maryland,23,Malaysia,202.09,284.81,333.87,271.1
Maryland,24,Hungary,170.7,446.24,366.16,251.95
Maryland,25,Taiwan,168.26,180.09,196.5,242.04
Maine,0,World,3540.88,3866.66,3686.59,3353.81
Maine,0,Top 25,3342.19,3518.69,3407.19,3107.08
Maine,1,Canada,2197.05,2063.58,1950.07,1707.71
Maine,2,China,352.63,358.88,466.85,369.62
Maine,3,United Kingdom,84.56,84.37,109.35,140.84
Maine,4,Germany,115.08,107.92,90.78,106.83
Maine,5,Denmark,5.99,46.52,75.92,83.68
Maine,6,Vietnam,42.22,61.79,85.9,78.85
Maine,7,Italy,42.09,49.57,60.54,72.11
Maine,8,Mexico,56.68,72.39,74.01,70.02
Maine,9,Japan,47.37,63.65,61.36,63.93
Maine,10,Bangladesh,22.27,40.23,46.05,38.75
Maine,11,Netherlands,30.54,154.24,70.48,38.34
Maine,12,Ireland,1.81,1.86,1.42,34.09
Maine,13,Thailand,46.03,45.56,36.12,31.03
Maine,14,Brazil,6.86,21.55,21.74,28.95
Maine,15,Philippines,40.28,22.42,37.19,27.07
Maine,16,Spain,11.38,9.57,9.97,26.88
Maine,17,Chile,13.18,19.98,21.32,24.73
Maine,18,Malaysia,41.71,56.59,29.95,23.65
Maine,19,France,36.09,33.77,19.19,22.97
Maine,20,Taiwan,23.6,21.78,25.34,22.24
Maine,21,Austria,10.86,12.4,20.05,21.71
Maine,22,India,25.44,30.51,19.47,19.58
Maine,23,Turkey,13.75,15.44,17.76,18.08
Maine,24,Peru,38.11,39.74,22.7,17.72
Maine,25,Russia,36.61,84.39,33.67,17.7
Michigan,0,World,118151.16,122984.14,124223.61,134946.98
Michigan,0,Top 25,114950.17,120007.33,121269.78,132085.76
Michigan,1,Mexico,40256.35,42532.61,43951.64,49044.37
Michigan,2,Canada,48695.83,49149.01,45749.21,48259.99
Michigan,3,China,7574.76,8152.99,9180.38,9873.6
Michigan,4,"Korea, South",2305.92,2509.69,2587.62,5037.21
Michigan,5,Germany,4216.86,4729.15,4427.08,4253.57
Michigan,6,Italy,1052.3,1366,3440.54,3211.23
Michigan,7,Japan,3240.71,3177.96,2907.46,3171.2
Michigan,8,India,1131.58,998.66,935.52,1010.86
Michigan,9,Spain,364.74,1209.55,1150.72,903.25
Michigan,10,Taiwan,704.93,810.91,862.51,866.68
Michigan,11,Thailand,571.28,749.03,742.6,852.49
Michigan,12,United Kingdom,660.82,700.86,717.72,660.13
Michigan,13,France,567.89,543.36,509.13,558.44
Michigan,14,Vietnam,143.93,205.1,350.6,534.55
Michigan,15,Turkey,627.56,170,501.84,475.29
Michigan,16,Poland,131.47,195.98,216.58,416.4
Michigan,17,Brazil,551.69,560.69,492.5,413.57
Michigan,18,Sweden,356.08,346.38,393.39,386.95
Michigan,19,Israel,378.78,345.95,377.26,363.82
Michigan,20,Austria,310.82,337.89,368.29,363.23
Michigan,21,Malaysia,315.18,325.96,558.73,353.4
Michigan,22,Australia,184.99,258.45,288.65,328.75
Michigan,23,Hungary,262.02,267.68,216.01,261.89
Michigan,24,South Africa,116.92,119.94,114.05,254.73
Michigan,25,Netherlands,226.76,243.56,229.77,230.15
Minnesota,0,World,33022.29,34748.08,28584.5,27023.84
Minnesota,0,Top 25,31551.11,33069.23,27189.81,26066.46
Minnesota,1,China,9947.28,10409.77,9997.92,10285.88
Minnesota,2,Canada,13369.05,13923.56,8646.72,7490.11
Minnesota,3,Mexico,1963.17,2141.46,2003.87,2031.21
Minnesota,4,Germany,953.01,1078.78,948.55,1022.62
Minnesota,5,Ireland,920.87,1126.12,816.12,911.74
Minnesota,6,Taiwan,630.51,683.84,693.05,635.02
Minnesota,7,Japan,471.42,448.07,395.78,409.06
Minnesota,8,Italy,422.9,469.18,391.9,373.67
Minnesota,9,United Kingdom,364.01,371.47,372.03,372.99
Minnesota,10,Malaysia,211.74,237.36,244.82,326.06
Minnesota,11,France,388.89,272.5,316.15,293.96
Minnesota,12,Switzerland,171.05,161.42,171.1,238.58
Minnesota,13,Costa Rica,150.83,127.28,155.03,229.02
Minnesota,14,India,195.78,197.82,215.87,218.65
Minnesota,15,"Korea, South",166.68,171.03,183.07,194.7
Minnesota,16,Thailand,167.1,173.87,153.68,153.39
Minnesota,17,Vietnam,120.3,157.72,144.41,130.46
Minnesota,18,Netherlands,92.71,87.53,95.69,120.26
Minnesota,19,Singapore,73.04,81.91,83.81,105.78
Minnesota,20,Denmark,104.49,131.53,126.46,103.2
Minnesota,21,Brazil,204.16,114.41,634.72,97.6
Minnesota,22,Turkey,74.83,81.56,102.61,84.31
Minnesota,23,Indonesia,82.99,76.12,86.11,81.28
Minnesota,24,Israel,154.98,195.01,110.13,78.6
Minnesota,25,Sweden,149.32,149.89,100.24,78.32
Missouri,0,World,18514.61,18344.35,18509.65,17205.94
Missouri,0,Top 25,17561.43,17269.62,17516.04,16174.36
Missouri,1,China,4531.75,4570.96,4823.62,4351.63
Missouri,2,Canada,4066.34,3320.39,3402.75,2956.38
Missouri,3,Mexico,2868.14,3282.88,3214.06,2692.48
Missouri,4,Germany,1271.05,1254.57,1266.61,1352.9
Missouri,5,United Arab Emirates,553.54,619.09,602.54,849.52
Missouri,6,Taiwan,356.44,356.86,390.22,394.58
Missouri,7,Belgium,337.65,392.46,443.14,386.93
Missouri,8,Japan,366.4,375.75,287.4,367.9
Missouri,9,India,351.18,439.17,395.23,345.66
Missouri,10,United Kingdom,411.36,356.64,336.71,315.68
Missouri,11,Italy,249.84,280.49,257.78,276.97
Missouri,12,France,238.81,235.48,278.72,257.9
Missouri,13,"Korea, South",204.83,214,228.07,186.88
Missouri,14,Netherlands,115.53,165.72,160.71,182.46
Missouri,15,Philippines,86.02,84.32,182.96,175.59
Missouri,16,Switzerland,234.87,126.49,157.92,157.2
Missouri,17,Turkey,66.13,100.48,119.41,146.87
Missouri,18,Israel,276.86,227.72,162.03,113.86
Missouri,19,Chile,216.53,235.26,180.03,109.92
Missouri,20,Brazil,140.22,120.62,113.19,108.93
Missouri,21,Vietnam,108.09,86.85,124.71,97.95
Missouri,22,Spain,226.75,157.64,78.48,93.14
Missouri,23,Thailand,98.51,78.54,100.13,90.87
Missouri,24,Finland,112.27,126.28,137.76,83.3
Missouri,25,Australia,72.31,60.98,71.87,78.86
Mississippi,0,World,20003.51,17286.2,14078.79,13970.94
Mississippi,0,Top 25,18120.61,15734.38,12662.29,12752.53
Mississippi,1,China,3417.76,3237.03,3913.89,4255.85
Mississippi,2,Mexico,4874.11,2793.16,1411.8,1552.23
Mississippi,3,Venezuela,2299.98,2170.21,1220.34,1132.36
Mississippi,4,Canada,1159.13,1337.79,1075.43,908.72
Mississippi,5,Japan,894.87,922.96,834.25,888.47
Mississippi,6,Germany,550.01,649.03,665.21,645.63
Mississippi,7,Vietnam,168.61,211.98,292.21,299.32
Mississippi,8,Brazil,942.9,959.44,310.46,295.63
Mississippi,9,United Kingdom,902.74,616.66,359.16,286.1
Mississippi,10,Malaysia,182.07,164.45,253.06,273.87
Mississippi,11,Taiwan,218.6,199.7,238.38,251.03
Mississippi,12,Colombia,991.32,631.23,405.3,205.5
Mississippi,13,Italy,123.88,221.53,187.53,199.55
Mississippi,14,Bangladesh,135.04,143.6,185.86,196.11
Mississippi,15,India,295.99,193.67,213.46,176.07
Mississippi,16,France,181.07,243.05,147.15,169.68
Mississippi,17,"Korea, South",114.19,122.46,138.97,158.63
Mississippi,18,Honduras,136.2,142.88,141.55,153.48
Mississippi,19,Russia,106.44,439.68,199.01,131.65
Mississippi,20,Netherlands,104.95,117.47,133.15,114.49
Mississippi,21,Philippines,132.02,82.34,90.77,106.64
Mississippi,22,Thailand,102.68,72.15,82.9,99.35
Mississippi,23,Sweden,51.57,48.62,87.17,90.56
Mississippi,24,Dominican Republic,6.32,7.39,65.54,81.24
Mississippi,25,Singapore,28.16,5.89,9.72,80.36
Montana,0,World,5740.6,6238.03,4062.68,3489.59
Montana,0,Top 25,5727.77,6223.79,4042.8,3476.49
Montana,1,Canada,5216.35,5556.48,3504.66,2877.02
Montana,2,Germany,178.43,195.64,151.68,213.36
Montana,3,Mexico,72.91,99.91,99.55,99.48
Montana,4,Italy,9.59,60.08,30.56,94.27
Montana,5,China,118.32,135.98,91.7,86.58
Montana,6,United Kingdom,30.86,33.02,50.37,25.15
Montana,7,Japan,5.56,9.3,10.94,13.35
Montana,8,France,28.94,12.85,12.84,10.15
Montana,9,Taiwan,14.29,15.22,22.75,8.4
Montana,10,Australia,4.08,4.52,2.67,6.53
Montana,11,Belgium,2.24,2.13,3.79,5.51
Montana,12,Philippines,0.15,6.92,12.07,5.23
Montana,13,"Korea, South",16.61,7.07,12.36,5.08
Montana,14,Austria,2.98,0.43,1.34,4.01
Montana,15,Netherlands,2.01,3.72,3.18,3.11
Montana,16,Vietnam,1.17,1.91,2.11,2.8
Montana,17,Lithuania,2.22,2.68,2.09,2.42
Montana,18,India,9.14,66.54,21.65,2.28
Montana,19,Spain,0.82,0.57,0.63,2.07
Montana,20,Switzerland,1.48,2.17,1.39,1.96
Montana,21,Sweden,9.03,1.95,1.66,1.93
Montana,22,Bulgaria,0,0.01,0.29,1.8
Montana,23,Israel,0.42,2.11,1.27,1.47
Montana,24,Cambodia,0.14,0.36,0.71,1.27
Montana,25,Russia,0.01,2.22,0.54,1.24
North Carolina,0,World,49847.68,52924.8,51280.7,47041.18
North Carolina,0,Top 25,43717,46318.33,44867.45,40980.56
North Carolina,1,China,11514.8,12505.95,11084.39,10157.63
North Carolina,2,Mexico,4796.63,4643.54,4538.64,4583
North Carolina,3,Canada,3442.72,3453,3771.53,3350.65
North Carolina,4,Germany,3364.89,3411.88,3256.68,3021.88
North Carolina,5,Japan,2748.92,3120.39,2935.4,2764.83
North Carolina,6,United Kingdom,2150.47,2719.83,2736.78,1908.21
North Carolina,7,France,2744.45,2506.84,2169.21,1830.59
North Carolina,8,Italy,1464.75,1872.89,1854.46,1623.61
North Carolina,9,Vietnam,760.07,857.79,1195.05,1364.03
North Carolina,10,India,1176.12,1301.28,1344.8,1259.59
North Carolina,11,Honduras,872.28,832.63,938.36,888.69
North Carolina,12,Taiwan,864.82,876.73,883.56,833.65
North Carolina,13,Ireland,362.14,517.24,753.4,780.34
North Carolina,14,Switzerland,1008.18,1471.83,1151.68,731.88
North Carolina,15,Brazil,1026.5,794.75,809.77,728.99
North Carolina,16,Dominican Republic,659.41,581.04,656.74,728.66
North Carolina,17,"Korea, South",564.94,706.67,634.62,583.32
North Carolina,18,Indonesia,684.08,682.76,631.55,573
North Carolina,19,El Salvador,581.87,527.98,545.38,544.14
North Carolina,20,Thailand,426.81,457.77,473.08,509.16
North Carolina,21,Netherlands,735.41,640.92,630.24,497.58
North Carolina,22,Singapore,931.8,780.74,559.87,439.96
North Carolina,23,Turkey,280.85,339.09,395.79,427.25
North Carolina,24,Bangladesh,361.87,426.88,470.3,426.76
North Carolina,25,Malaysia,192.22,287.91,446.18,423.18
North Dakota,0,World,3601.21,3828.4,3137.34,2563.75
North Dakota,0,Top 25,3473.46,3605.85,3014.8,2477.51
North Dakota,1,Canada,2491.2,2567.78,1922.98,1363.17
North Dakota,2,China,144.9,152.6,118.2,211.15
North Dakota,3,"Korea, South",48.08,144.99,210.19,162.21
North Dakota,4,Mexico,143.41,153.31,147.98,116.98
North Dakota,5,Germany,185.83,129.88,131.55,116.72
North Dakota,6,India,53.62,59.14,73.82,75.88
North Dakota,7,United Kingdom,41.57,54.36,45.38,70.77
North Dakota,8,France,92.55,92.96,69.02,69.56
North Dakota,9,Czech Republic,10.88,4.71,40.08,45.78
North Dakota,10,Saudi Arabia,64.3,37.45,43.7,34.48
North Dakota,11,Japan,73.2,48.61,36.87,31.59
North Dakota,12,Italy,43.66,39.48,24.99,28.83
North Dakota,13,Austria,5.9,5.91,12.47,21.79
North Dakota,14,Vietnam,12.02,16.01,16.33,20.52
North Dakota,15,Spain,3.1,13.04,21.79,18.16
North Dakota,16,Bolivia,25.7,27.2,21.59,10.69
North Dakota,17,Netherlands,3.2,5.95,3.49,10.56
North Dakota,18,Taiwan,12.33,8.54,15.29,10.42
North Dakota,19,Chile,2.99,3.23,5.81,10.36
North Dakota,20,Singapore,5.51,18.44,16.57,9.67
North Dakota,21,United Arab Emirates,0.41,0.74,0.66,9.08
North Dakota,22,Russia,1.7,8.06,11.35,8.34
North Dakota,23,Kenya,5.53,7.78,10.92,7.12
North Dakota,24,Poland,1.89,5.7,13.77,6.87
North Dakota,25,Algeria,0,0,0,6.82
Nebraska,0,World,3702.9,4054.67,4135.65,3556.5
Nebraska,0,Top 25,3442.5,3825.7,3931.75,3408.13
Nebraska,1,China,837.71,928.71,1021.35,886.93
Nebraska,2,Canada,1010.88,1164.57,950.27,724.21
Nebraska,3,Germany,369.7,335.04,323.21,284.24
Nebraska,4,Mexico,196.87,274.32,295.56,247.34
Nebraska,5,Japan,249.44,262.67,287.57,207.56
Nebraska,6,United Kingdom,33.05,52.02,173.82,206.16
Nebraska,7,Austria,67.89,71.45,141.03,147.07
Nebraska,8,Switzerland,10.46,8.43,66.21,144.43
Nebraska,9,France,85.94,123.73,102.01,98.26
Nebraska,10,India,32.42,24.94,50.59,70.96
Nebraska,11,Italy,185.64,110.2,83.49,66.71
Nebraska,12,Thailand,48.04,70.35,61.66,60.15
Nebraska,13,Taiwan,67.53,65.29,74.09,59.05
Nebraska,14,"Korea, South",28.53,39.97,41.72,31.35
Nebraska,15,Vietnam,37.75,36.86,41.3,27.67
Nebraska,16,Sweden,33.96,31.59,19.01,16.81
Nebraska,17,Portugal,4.2,2.65,7.48,16.44
Nebraska,18,Hungary,9.65,15.87,13.76,16.43
Nebraska,19,Czech Republic,15.62,20.08,19.74,15.79
Nebraska,20,Brazil,21.09,112.53,86.02,14.53
Nebraska,21,Spain,11.2,8.31,19.82,13.56
Nebraska,22,Philippines,8.11,8.04,16.17,13.27
Nebraska,23,Israel,15.15,13.29,7.27,13.16
Nebraska,24,Belgium,50.06,34.21,17.11,13.16
Nebraska,25,Netherlands,11.62,10.55,11.5,12.86
New Hampshire,0,World,11873.2,11231.55,9313.05,8611.27
New Hampshire,0,Top 25,11482.59,10656.61,8716.86,8174.16
New Hampshire,1,Canada,7949.71,6922.14,4900.3,4274.33
New Hampshire,2,China,931.68,1109.51,1148.93,907.66
New Hampshire,3,Germany,522.71,516.88,525.39,525.05
New Hampshire,4,Mexico,574.02,574.57,488.73,428.38
New Hampshire,5,Japan,85.74,93.6,116.62,214.77
New Hampshire,6,Thailand,112.83,74.33,127.47,177.36
New Hampshire,7,India,127.44,141.9,161.67,152.23
New Hampshire,8,Israel,91.2,69.94,100.31,142.52
New Hampshire,9,Ireland,142.61,123.37,146.87,136.42
New Hampshire,10,United Kingdom,150.13,136.8,103.99,136.01
New Hampshire,11,Dominican Republic,3.22,29.75,31.17,118.05
New Hampshire,12,Switzerland,126.3,116.75,128.6,114.5
New Hampshire,13,Vietnam,47.29,95.61,99.09,113.9
New Hampshire,14,Sweden,50.22,52.16,58.72,106.88
New Hampshire,15,Italy,80.11,130.89,89.22,101.44
New Hampshire,16,Taiwan,125.63,90.8,87.65,85.49
New Hampshire,17,France,102.99,97.4,71.05,76.96
New Hampshire,18,Netherlands,67.44,70.04,99.2,69.91
New Hampshire,19,Indonesia,48.63,52.33,60.13,64.95
New Hampshire,20,Poland,2.09,3.51,1.62,54.89
New Hampshire,21,"Korea, South",51.7,52.54,47.58,41.54
New Hampshire,22,Spain,18.03,27.25,28.25,36.67
New Hampshire,23,Philippines,13.06,17.57,23.8,36.59
New Hampshire,24,Czech Republic,35.95,38.48,35.02,30.64
New Hampshire,25,Peru,21.85,18.54,35.46,27.03
New Jersey,0,World,119251.96,126456.28,119571.47,108133.13
New Jersey,0,Top 25,94899.92,102871.45,100327.06,89467.73
New Jersey,1,China,16773.47,18120.95,18567.27,17687.5
New Jersey,2,Canada,9067.86,9813.17,7811.12,7332.29
New Jersey,3,India,5704.61,6429.11,6289.81,6138.67
New Jersey,4,Germany,7086.6,7586.72,7282.24,5940.1
New Jersey,5,Italy,5718.59,6633.15,5891.6,5793.5
New Jersey,6,Switzerland,4729.71,5522.59,7191.99,5528.85
New Jersey,7,Mexico,3481.21,4815.96,4823.77,4720.37
New Jersey,8,Japan,10314.01,9732.25,10537.49,4444.78
New Jersey,9,United Kingdom,7240.01,6640.6,3721.27,4333.88
New Jersey,10,"Korea, South",2781.77,3141.96,4131.51,3927.47
New Jersey,11,France,3493.86,3504.07,3422.85,3463.07
New Jersey,12,Ireland,1222.5,1625.98,2537.16,2088.27
New Jersey,13,Vietnam,1009.51,1274.97,1586.45,2070.9
New Jersey,14,Thailand,1023.35,1097.24,1468.51,1761.47
New Jersey,15,Spain,1726.15,2381.46,2099.84,1718.67
New Jersey,16,Indonesia,1279.63,1436.51,1527.12,1503.02
New Jersey,17,Taiwan,1620.93,1717.03,1610.38,1491.19
New Jersey,18,Russia,1458.36,2033.77,1703.56,1459.64
New Jersey,19,Netherlands,1360.81,1213.62,1123.41,1321.42
New Jersey,20,Brazil,745.87,919.73,1209.55,1312.6
New Jersey,21,South Africa,1872.83,2055.62,1885.36,1301.85
New Jersey,22,Belgium,1979.31,1577.06,1140.98,1093.76
New Jersey,23,Malaysia,824.32,904.58,888.09,1056.82
New Jersey,24,Israel,993.74,1053.06,987.39,992.86
New Jersey,25,Sweden,1390.94,1640.29,888.33,984.78
New Mexico,0,World,2016.09,2232.66,2248.53,2290.27
New Mexico,0,Top 25,1959.26,2167.11,2186.71,2236.89
New Mexico,1,China,721.92,781.33,788.95,723.35
New Mexico,2,Mexico,360.86,505.26,635.46,701.83
New Mexico,3,Canada,236.68,191.9,198.59,259.74
New Mexico,4,Germany,111.56,150.61,103.1,95.22
New Mexico,5,United Kingdom,71.66,72.59,68.11,54.48
New Mexico,6,Taiwan,24.58,33.81,29.16,46.34
New Mexico,7,Netherlands,145.97,156.35,62.26,38.75
New Mexico,8,Japan,38.04,40.84,46.1,31.72
New Mexico,9,India,18.23,17.86,16.33,28.02
New Mexico,10,Saudi Arabia,39.06,33.03,0.04,27.53
New Mexico,11,Switzerland,9.98,12.11,17.88,25.23
New Mexico,12,Belgium,18.38,32.65,27.06,24.13
New Mexico,13,Israel,21.76,16.48,25.77,23.29
New Mexico,14,France,22.06,16.43,44.85,22.6
New Mexico,15,Malaysia,55.86,7.96,11.27,21.73
New Mexico,16,Singapore,2.92,10.04,4.49,15.81
New Mexico,17,"Korea, South",17.14,28.87,30.67,15.48
New Mexico,18,Ireland,8.66,6.95,5.47,14.71
New Mexico,19,Italy,15.15,14.9,14.76,14.67
New Mexico,20,Austria,1.86,3.7,5.04,13.26
New Mexico,21,Thailand,4.88,6.26,7.18,9.71
New Mexico,22,Indonesia,1.13,3.4,15.24,8.58
New Mexico,23,Hungary,0.95,6.87,11.56,7.29
New Mexico,24,Philippines,4.15,4.64,5.29,7.05
New Mexico,25,Czech Republic,5.83,12.26,12.07,6.36
Nevada,0,World,8582.34,7857.49,9594.61,10559.95
Nevada,0,Top 25,8040.89,7419.62,9186.6,10106.6
Nevada,1,China,3488.63,3261.28,4567.82,4900.49
Nevada,2,Canada,744.14,785.06,778.57,905.12
Nevada,3,Malaysia,244.25,337.04,556.04,639.75
Nevada,4,Mexico,358.05,393.64,475.82,474.15
Nevada,5,Taiwan,339.41,373.65,383.16,426.92
Nevada,6,Japan,95.37,94.43,119.12,278.75
Nevada,7,India,114.98,169.47,221.4,262.82
Nevada,8,"Korea, South",1181.89,677.99,222.46,228.74
Nevada,9,Thailand,108.32,102.53,109.72,209.5
Nevada,10,Germany,167.91,156.99,144.99,171.34
Nevada,11,France,112.63,111.37,197.74,163.88
Nevada,12,Brazil,29.12,19.7,18.86,161.99
Nevada,13,Israel,305.4,155.35,325.36,155.85
Nevada,14,United Kingdom,112.46,146.25,221.81,146.9
Nevada,15,Philippines,204.56,148.93,213.17,140.16
Nevada,16,Italy,65.94,80.45,84.39,131.21
Nevada,17,Hong Kong,17.97,25.6,77.23,120.06
Nevada,18,Switzerland,70.27,79.95,62.06,111.89
Nevada,19,Vietnam,57.9,70.59,93.77,111.04
Nevada,20,Belgium,24.27,82.63,92.53,105.52
Nevada,21,Indonesia,49.33,36.67,54.45,89.22
Nevada,22,Bangladesh,18.59,26.16,43.97,46.49
Nevada,23,Netherlands,36.22,32.68,38.24,42.89
Nevada,24,Cambodia,28.52,25.83,46.17,41.48
Nevada,25,Singapore,64.79,25.37,37.76,40.46
New York,0,World,129749.76,134674.79,133091.06,130072.2
New York,0,Top 25,115426.65,120930.74,119159.98,117139.61
New York,1,China,22751.59,23097.36,22994.24,20707.43
New York,2,Canada,19406.86,20310,18020.49,17615.88
New York,3,India,10456.48,10556.44,10615.14,11860.19
New York,4,Switzerland,5090.85,5451.82,5407.77,8339.95
New York,5,Israel,8628.98,9581.23,9062.7,7674.51
New York,6,France,6374.76,6124.02,7032.33,7321.86
New York,7,Italy,5322.86,5659.94,5736.91,5780.44
New York,8,United Kingdom,4706.81,5165.05,5210.41,4814.68
New York,9,Belgium,4714.07,4670.1,4890.41,4225.19
New York,10,Germany,3949.75,4764.85,5092.08,4223.77
New York,11,Hong Kong,2616.52,2698.46,3138.3,3563.64
New York,12,Mexico,3349.98,3626.42,3740.43,3398.58
New York,13,Japan,2579.59,2780.69,2852.31,2730.56
New York,14,Vietnam,1551.73,1722.13,1924.09,1914.3
New York,15,Taiwan,1700.89,1767.93,1725.55,1570.33
New York,16,"Korea, South",1572.52,1860.81,1999.05,1552.16
New York,17,Brazil,1370.55,939.75,1070.22,1529.41
New York,18,Thailand,1241.15,1114.45,1189.39,1194.2
New York,19,Netherlands,876.79,1714.03,963.71,1143.34
New York,20,South Africa,1321.34,1818.51,1023.79,1139.1
New York,21,Spain,1179.52,1268.33,1287.73,1099.79
New York,22,Indonesia,1182.16,998.61,1163.92,1032.85
New York,23,Ireland,1898.31,1605.65,1459.47,1003.53
New York,24,Australia,949.44,872.98,844.41,929.25
New York,25,Turkey,633.13,761.17,715.14,774.68
Ohio,0,World,66418.9,70387.09,68910.88,64263.91
Ohio,0,Top 25,62015.41,65379.31,64079.24,60097.43
Ohio,1,China,12394.98,12690.66,13370.5,12216.53
Ohio,2,Canada,17311.54,17216.31,13825.79,11532.81
Ohio,3,Mexico,7615.06,7843.4,8212.68,7950.75
Ohio,4,Germany,4591.3,5700.88,5852.11,4918.9
Ohio,5,Japan,5870.1,5798.2,5221.42,4823.17
Ohio,6,Ireland,963.85,1277.49,1923.2,2693.84
Ohio,7,Vietnam,1201.61,1358.87,1617.29,1786.17
