statename,rank,countryid,val2013,val2014,val2015,val2016
North Dakota,7,India,29.35,35.05,34.28,27.07
North Dakota,8,China,23.53,49.96,16.86,22.05
North Dakota,9,Russia,21.7,16.93,5.72,21.14
North Dakota,10,United Kingdom,30.72,20.98,18.67,19.36
North Dakota,11,Dominican Republic,31.88,12.88,18.84,18.73
North Dakota,12,Ethiopia,7.23,2.99,10.5,18.65
North Dakota,13,"Korea, South",18.61,31.43,19.79,18.32
North Dakota,14,Venezuela,58.26,32.57,11.95,17.41
North Dakota,15,Italy,8.11,16.95,42.23,14.05
North Dakota,16,Spain,25.06,21.87,19.77,13.71
North Dakota,17,Costa Rica,3.02,10.68,0.88,12.84
North Dakota,18,Colombia,3.1,6.55,7.68,12.77
North Dakota,19,South Africa,18.43,15.5,12.95,10.78
North Dakota,20,Ukraine,22.15,14.81,4.76,10.43
North Dakota,21,Panama,5.41,8.44,20.03,10.19
North Dakota,22,Peru,2.1,2.84,6.46,9.26
North Dakota,23,Brazil,14.68,18.75,23.93,8.15
North Dakota,24,France,17.99,19.58,10.15,7.96
North Dakota,25,Taiwan,5.41,8.22,10.8,7.84
Nebraska,0,World,7392.99,7889.68,6663.4,6380.35
Nebraska,0,Top 25,6683.72,7171.11,6119.3,5884.35
Nebraska,1,Mexico,1157.18,1353.13,1261.37,1459.85
Nebraska,2,Canada,2173.54,2173.3,1466.91,1217.68
Nebraska,3,Japan,565.88,759.97,884.03,694.58
Nebraska,4,China,588.23,609.53,484.78,471.7
Nebraska,5,"Korea, South",294.99,357.49,360,412.89
Nebraska,6,Australia,236.76,200.24,182.64,201.19
Nebraska,7,Hong Kong,243.66,302.47,237.78,191.01
Nebraska,8,Belgium,98.92,100.95,92.97,151.61
Nebraska,9,Germany,145.38,153.92,164.48,135.43
Nebraska,10,Netherlands,215.35,168.76,204.7,127.61
Nebraska,11,France,111.84,101.64,81,108.52
Nebraska,12,Taiwan,102.01,118.02,86.61,105.17
Nebraska,13,Italy,114.19,114.69,73.53,80.07
Nebraska,14,Brazil,127,165.44,85.45,76.46
Nebraska,15,Thailand,66.91,38.56,41.95,52.15
Nebraska,16,Spain,53.18,60.84,42.4,47.62
Nebraska,17,Singapore,50.63,71.28,54.64,46.44
Nebraska,18,Vietnam,59.66,57.9,53.73,45.96
Nebraska,19,United Kingdom,51.95,41.89,42.99,43.46
Nebraska,20,New Zealand,57.15,54.51,56.81,40.75
Nebraska,21,Chile,38.06,36.56,21.87,40.43
Nebraska,22,South Africa,54.92,46.09,43.44,38.45
Nebraska,23,United Arab Emirates,22.66,22.93,22.09,36.38
Nebraska,24,Dominican Republic,20.57,33.42,37.51,30.09
Nebraska,25,Israel,33.1,27.57,35.62,28.85
New Hampshire,0,World,3511.05,4233.17,4001.33,4143.02
New Hampshire,0,Top 25,2993.14,3574.52,3518.85,3670.15
New Hampshire,1,Canada,590.45,592.69,536.53,559.47
New Hampshire,2,Mexico,409.19,449.6,503.1,442.4
New Hampshire,3,China,265.79,298.46,282.27,301.53
New Hampshire,4,Germany,211.75,229.17,181.16,236.41
New Hampshire,5,United Arab Emirates,100.06,303.79,279.9,207.31
New Hampshire,6,France,108.19,122.75,123.61,186.55
New Hampshire,7,Brazil,75.65,57.88,44.97,169.61
New Hampshire,8,"Korea, South",55.91,68.25,61.17,162.29
New Hampshire,9,Ireland,19.15,50.45,147.53,159.36
New Hampshire,10,United Kingdom,144.38,200.64,265.09,152.66
New Hampshire,11,Netherlands,177.13,198.11,170.47,147.35
New Hampshire,12,Italy,82.71,89.06,93.81,137
New Hampshire,13,Japan,102.82,110.9,109.7,131.4
New Hampshire,14,Hong Kong,157.39,185,202.78,124.21
New Hampshire,15,Thailand,34.47,21.9,26.97,74.56
New Hampshire,16,Saudi Arabia,65.16,174.49,118.82,65.88
New Hampshire,17,Singapore,69.22,66.22,68.02,63.63
New Hampshire,18,Malaysia,28.45,28.09,36.25,51.04
New Hampshire,19,Israel,37.07,43.71,47.75,51.01
New Hampshire,20,Turkey,79.26,86.57,27.62,49.76
New Hampshire,21,Australia,71.75,71.33,72.23,48.61
New Hampshire,22,Spain,20.63,34.39,37.43,40.26
New Hampshire,23,Philippines,17.9,21.27,20.08,38.75
New Hampshire,24,Taiwan,34.56,43.4,29.94,35.66
New Hampshire,25,Sweden,34.1,26.41,31.66,33.45
New Jersey,0,World,36611.87,36586.97,32063.57,31222.79
New Jersey,0,Top 25,29974.3,30640.44,27512.03,26867.35
New Jersey,1,Canada,6792.83,6960.82,6579.53,6346.98
New Jersey,2,Mexico,2190.12,2656.41,2617,2592.1
New Jersey,3,United Kingdom,2088.64,2060.85,2117.51,1910.33
New Jersey,4,Netherlands,2108.84,1881.22,1305.72,1571.58
New Jersey,5,China,1561.41,1411.24,1536.92,1416.75
New Jersey,6,Germany,1232.88,1210.94,1099.82,1340.23
New Jersey,7,Japan,1603.52,1696.14,1364.88,1228.66
New Jersey,8,France,867.19,1140.38,1056.39,1210.87
New Jersey,9,"Korea, South",1143.04,1424.62,1215.24,922.94
New Jersey,10,Saudi Arabia,549.36,1120.28,850.07,846.71
New Jersey,11,Belgium,1153.09,846.46,786.43,817.8
New Jersey,12,United Arab Emirates,929.29,1016.11,874.28,814.32
New Jersey,13,Hong Kong,846.54,1217.11,1001.98,805.22
New Jersey,14,Italy,637.96,792.5,489.27,656.26
New Jersey,15,Singapore,629.24,699.58,604.4,638.08
New Jersey,16,India,452.08,540.08,624.91,503.51
New Jersey,17,Taiwan,519.82,475,490.11,502.55
New Jersey,18,Brazil,732.13,648.47,500.7,483.68
New Jersey,19,Australia,526.84,520.04,457.46,475.49
New Jersey,20,Israel,860.77,741.5,776.14,412.29
New Jersey,21,Turkey,803.07,688.07,396.94,363.07
New Jersey,22,Switzerland,1249,452.29,293.81,310.26
New Jersey,23,Dominican Republic,155.92,118.63,145.03,250.15
New Jersey,24,Ireland,197.87,173.82,199.86,243.75
New Jersey,25,Indonesia,142.85,147.88,127.65,203.77
New Mexico,0,World,2726.14,3801.61,3781.25,3631.62
New Mexico,0,Top 25,2485.85,3628.73,3624.64,3494.57
New Mexico,1,Mexico,800.91,1547.96,1683.31,1557.43
New Mexico,2,Israel,788.48,811.53,1082.89,508.05
New Mexico,3,China,96.46,105.89,117.06,496.78
New Mexico,4,Japan,40.5,73.32,69.09,238.67
New Mexico,5,Canada,288.92,231.63,188.25,138.73
New Mexico,6,Germany,67.86,63.43,64.53,68.14
New Mexico,7,United Arab Emirates,5.45,12.13,36.11,55.31
New Mexico,8,Belgium,44.67,59.2,78.42,46.42
New Mexico,9,Saudi Arabia,11.8,71.95,12.6,44.72
New Mexico,10,Singapore,23.3,27.88,21.59,42.53
New Mexico,11,India,19.93,25.72,23.78,37.84
New Mexico,12,United Kingdom,37.62,30.04,32.57,36.87
New Mexico,13,"Korea, South",21.23,41.75,21.4,35.5
New Mexico,14,Ireland,64.3,100.88,51.7,29.42
New Mexico,15,Netherlands,27.2,23.46,23.59,27.27
New Mexico,16,Australia,40.4,28.83,16.26,17.66
New Mexico,17,France,15.78,12.95,11.45,17.3
New Mexico,18,Hong Kong,16.27,21.58,18.09,16.86
New Mexico,19,Thailand,15.52,21.46,18.55,15.27
New Mexico,20,Italy,9.4,264.13,14.36,14.09
New Mexico,21,Brazil,41,33.27,18.87,13.03
New Mexico,22,Malaysia,4.61,3.67,4.32,9.71
New Mexico,23,Colombia,3.26,4.15,6.36,9.49
New Mexico,24,Denmark,0.72,0.82,2.74,9.06
New Mexico,25,Luxembourg,0.29,11.1,6.76,8.43
Nevada,0,World,8701.08,7691.75,8666.46,9763.16
Nevada,0,Top 25,8145.73,7114.34,8060.95,9163.91
Nevada,1,Switzerland,2710.04,2372.03,2425.92,3937.34
Nevada,2,Canada,1220.09,1252.95,1280.84,1378.34
Nevada,3,India,1354.13,567.85,1720.87,812.18
Nevada,4,China,592.8,584.3,427.7,585.44
Nevada,5,Mexico,389.27,405.45,448.28,486.45
Nevada,6,Japan,243.02,244.68,156.73,187.07
Nevada,7,Hong Kong,202.73,236.57,270.43,179.01
Nevada,8,Germany,124.62,122.77,96.72,167.28
Nevada,9,"Korea, South",158.98,97.4,91.1,138.48
Nevada,10,United Kingdom,139.49,170.55,111.46,131.14
Nevada,11,Australia,178.55,121.51,104.33,126.88
Nevada,12,Belgium,151.13,121.14,101.79,126.31
Nevada,13,Netherlands,52.69,77.4,84.49,115
Nevada,14,Singapore,78.4,87.08,85.93,111.01
Nevada,15,Israel,94.32,116.59,142.24,97.18
Nevada,16,Malaysia,62.4,75.54,103.56,86.34
Nevada,17,France,68.83,96.68,60.92,82.77
Nevada,18,Argentina,40.58,41.47,51.41,65.16
Nevada,19,Italy,58.85,52.23,55.31,57.93
Nevada,20,Peru,40.52,25.49,40.15,53.09
Nevada,21,Brazil,50.2,77.31,64.55,51.39
Nevada,22,United Arab Emirates,25.02,27.31,41.75,48.66
Nevada,23,Chile,27.21,30.97,15.54,47.7
Nevada,24,Taiwan,45.03,47.22,43.4,46.29
Nevada,25,Thailand,36.83,61.87,35.54,45.49
New York,0,World,86407.15,88834.33,83134.46,76720.21
New York,0,Top 25,76703.69,80783,75729.23,70087.45
New York,1,Canada,16862.7,17063.51,14912.72,15029.8
New York,2,Hong Kong,9310.13,10790.06,9551.22,7430.42
New York,3,Switzerland,10042.05,8741.03,8315.69,6455.83
New York,4,United Kingdom,5008.53,6217.66,5875.59,5543.67
New York,5,Israel,5226.02,6353.64,5354.66,4895.36
New York,6,Belgium,2909.12,4012.49,4473.39,4343.51
New York,7,India,2026.15,2519.53,2939.25,3511.96
New York,8,Mexico,2319.91,3063.5,3170.08,2977.74
New York,9,China,5036.66,4291.82,3745.85,2774.45
New York,10,France,1719.78,1957.47,2026.53,2288
New York,11,Germany,1977.46,2186.7,2169.29,2225.56
New York,12,Japan,2088.77,1902.66,2016.63,1904.5
New York,13,United Arab Emirates,2012.2,1920.91,2011.61,1896.2
New York,14,"Korea, South",1282.63,1350.33,1426.39,1206.11
New York,15,Singapore,1177.28,1107.69,1017.92,1192.31
New York,16,Netherlands,1491.29,1279.6,1156.16,1171.49
New York,17,Italy,851.17,1024.55,1016.59,907.8
New York,18,Brazil,832.83,740.51,623.51,887.79
New York,19,Australia,932.41,1126.89,602.86,701.88
New York,20,Taiwan,763.26,843.72,1048.13,637.37
New York,21,Turkey,761.05,738.63,582.76,563.56
New York,22,Thailand,845.83,501.93,521.13,480.52
New York,23,Spain,385.66,366.03,380.22,367.09
New York,24,Saudi Arabia,598.02,464.24,516.92,364.33
New York,25,Dominican Republic,242.79,217.91,274.12,330.2
Ohio,0,World,51048.2,52641.38,51156.63,49298.84
Ohio,0,Top 25,45641.05,47724.78,46567.81,45110.86
Ohio,1,Canada,20059.24,20835.68,20314.08,19212.81
Ohio,2,Mexico,5240.82,6411.78,6660.32,6462.5
Ohio,3,China,3373.34,3883.63,3358.01,3752.24
Ohio,4,United Kingdom,1599.29,1771.81,1788.13,1896.43
Ohio,5,Japan,1538.08,1371.83,1361.2,1538.2
Ohio,6,Brazil,1535.08,1391.55,1282.63,1412.25
Ohio,7,Germany,1403.89,1726.01,1493.6,1311.59
Ohio,8,France,2028.11,1377.23,1920.43,1172.12
Ohio,9,"Korea, South",1032.62,955.65,1065.31,879.31
Ohio,10,United Arab Emirates,680.72,575.03,499.94,830.17
Ohio,11,Australia,845.92,819.29,791.26,686.77
Ohio,12,Netherlands,757.83,783.06,657.59,671.9
Ohio,13,Belgium,464.94,559.76,545.55,635.42
Ohio,14,Saudi Arabia,885.55,533.43,331.86,569.22
Ohio,15,Italy,506.57,746.84,534.35,487.42
Ohio,16,Hong Kong,452.91,499.46,431.53,480.69
Ohio,17,Singapore,559.94,691.78,568.51,464.6
Ohio,18,Taiwan,451.95,454.02,512.41,424.04
Ohio,19,Switzerland,509.15,624.12,564.71,419.36
Ohio,20,India,384.49,386.93,444.89,406.79
Ohio,21,Thailand,327.4,390.35,425.99,314.25
Ohio,22,Sweden,266.87,254.63,203.54,308
Ohio,23,Indonesia,278.67,187.97,274.2,278.34
Ohio,24,Spain,169.82,215.99,238.71,255.65
Ohio,25,Malaysia,287.85,276.94,299.06,240.78
Oklahoma,0,World,6919.75,6308.26,5250.67,5047.88
Oklahoma,0,Top 25,5644.53,5122.8,4373.54,4359.43
Oklahoma,1,Canada,1923.02,1857.5,1566.93,1399.36
Oklahoma,2,Mexico,613.57,612.5,565.71,536.37
Oklahoma,3,Germany,289.26,210.89,279.1,369.04
Oklahoma,4,Singapore,225.47,232.52,227.53,244.74
Oklahoma,5,Japan,339.67,309.1,227.98,229.07
Oklahoma,6,China,428.22,273.55,165.92,217.68
Oklahoma,7,India,82.4,79.7,82.26,170.11
Oklahoma,8,United Kingdom,110.85,114.51,112.02,161.51
Oklahoma,9,Netherlands,136.01,152.92,161.5,156.99
Oklahoma,10,Saudi Arabia,185.58,122.91,104.86,95.59
Oklahoma,11,"Korea, South",101.72,85.55,79.34,70.76
Oklahoma,12,Kuwait,26.26,34.12,48.83,69.5
Oklahoma,13,France,48.38,42.86,45.37,68.21
Oklahoma,14,Brazil,219.66,138.81,90.54,67.74
Oklahoma,15,Australia,168.05,133.74,121.39,64.14
Oklahoma,16,Vietnam,11.17,15.9,21.72,59.35
Oklahoma,17,Israel,89.03,88.84,59.52,55.66
Oklahoma,18,United Arab Emirates,102.57,134.85,101.43,52.25
Oklahoma,19,Argentina,98.76,78.51,59.29,48.26
Oklahoma,20,Russia,158.54,115.48,39.09,43.83
Oklahoma,21,Turkey,34.24,33.5,36.04,43.49
Oklahoma,22,Chile,38.24,40.48,38.89,36.04
Oklahoma,23,Indonesia,56.51,56.55,33.91,33.99
Oklahoma,24,Malaysia,53.17,67.78,43.98,33.31
Oklahoma,25,Colombia,104.2,89.73,60.4,32.48
Oregon,0,World,18633.58,20888.78,20085.72,21752.61
Oregon,0,Top 25,16347.05,18958.59,18663.78,20377.93
Oregon,1,China,3380.09,4263.24,4824.58,5813.12
Oregon,2,Malaysia,1859.3,2570.21,2498.52,2332.55
Oregon,3,Canada,3143.04,3123.53,2564.32,2153.91
Oregon,4,Vietnam,411.06,538.26,533.46,1880.04
Oregon,5,Japan,1523.24,1580.25,1431.56,1585.05
Oregon,6,"Korea, South",994.86,1234.21,1050.79,1124.72
Oregon,7,Taiwan,824.9,981.29,838.84,815.61
Oregon,8,Singapore,359.38,335.87,423.41,568.49
Oregon,9,Germany,371.25,381,359.38,380.56
Oregon,10,Philippines,293.14,456.57,264.63,365.08
Oregon,11,United Kingdom,287.09,275.65,376.63,345.08
Oregon,12,Australia,360.09,413.95,436.42,324.45
Oregon,13,Israel,120.67,199.84,218.95,319.27
Oregon,14,Mexico,335.93,375.28,406.68,308.73
Oregon,15,Netherlands,243.21,276.69,302.66,295.78
Oregon,16,Hong Kong,399.24,313.75,414.42,269.49
Oregon,17,Switzerland,62.18,60.91,203.56,248.97
Oregon,18,Indonesia,200.33,148.58,90.4,200.88
Oregon,19,Thailand,162.86,191.53,189.52,196.22
Oregon,20,Ireland,114.08,242.9,285.4,182.5
Oregon,21,France,206.52,208.01,183.66,181.07
Oregon,22,Brazil,348.49,317.28,265.79,133.95
Oregon,23,India,132.75,153.5,90.7,123.01
Oregon,24,United Arab Emirates,87.16,190.51,264.47,116.7
Oregon,25,Italy,126.2,125.77,145.02,112.69
Pennsylvania,0,World,41180.77,40410.83,39437.33,36484.39
Pennsylvania,0,Top 25,35248.51,35156.6,34666.51,31900.68
Pennsylvania,1,Canada,11723.64,12333.03,11676.63,9989.54
Pennsylvania,2,Mexico,3452.87,3729.67,4179.69,3675.39
Pennsylvania,3,China,2926.26,2399.35,2062.46,2221.51
Pennsylvania,4,United Kingdom,1464.83,1849.56,2342.67,2120.51
Pennsylvania,5,Japan,1566.13,1581.18,1668.9,1469.45
Pennsylvania,6,Netherlands,2407.22,1912.34,1406.92,1357.55
Pennsylvania,7,Germany,1681,1451.95,1576.29,1352.93
Pennsylvania,8,Belgium,1038.63,1214.93,1289.02,1257.7
Pennsylvania,9,"Korea, South",1213.25,1020.94,916.21,1060.01
Pennsylvania,10,Brazil,1434.18,1152.13,981.38,877.39
Pennsylvania,11,France,639.01,620.72,642.62,700.58
Pennsylvania,12,Australia,645.12,740.31,586.28,685.92
Pennsylvania,13,India,473.59,705.92,757.85,535.74
Pennsylvania,14,Italy,641.31,618.77,583.67,533.92
Pennsylvania,15,Singapore,574.25,706.05,469.8,497.87
Pennsylvania,16,Hong Kong,404.05,470.83,464.19,470.87
Pennsylvania,17,Turkey,331.93,233.62,362.3,463.28
Pennsylvania,18,Ireland,552.54,193.82,554.77,459.6
Pennsylvania,19,United Arab Emirates,215.92,367.21,331.76,361
Pennsylvania,20,Taiwan,421.77,412.47,386.13,360.17
Pennsylvania,21,Saudi Arabia,417.13,354.89,354.06,357.98
Pennsylvania,22,Switzerland,319.45,340.38,369.43,313.7
Pennsylvania,23,South Africa,274.92,359.37,332.5,284.11
Pennsylvania,24,Thailand,194.48,170.65,185.61,257.7
Pennsylvania,25,Dominican Republic,235.03,216.51,185.37,236.26
Puerto Rico,0,World,19965.85,20280.63,20179.48,19886.71
Puerto Rico,0,Top 25,19111.47,19305.01,19312.97,18951.9
Puerto Rico,1,Belgium,2662.23,3629.81,4451,3879.05
Puerto Rico,2,Netherlands,2302.89,2934.09,3064.15,3000.63
Puerto Rico,3,Italy,2113.98,950.55,918.73,2461.56
Puerto Rico,4,Japan,1218.64,1351.98,1372.7,1474.24
Puerto Rico,5,Austria,1133.39,1097.15,1363.75,1127.93
Puerto Rico,6,Canada,1003.76,1016.65,729.45,969.68
Puerto Rico,7,Spain,1536.68,1330.32,1335.07,966.21
Puerto Rico,8,China,705.59,941.91,823.31,677.88
Puerto Rico,9,Dominican Republic,603.06,888.09,558.69,607.01
Puerto Rico,10,Singapore,360.17,476.21,589.1,501.9
Puerto Rico,11,France,1039.15,766.31,656.86,479.04
Puerto Rico,12,Mexico,445.71,577.97,419.64,460.34
Puerto Rico,13,United Kingdom,1180.76,1167.95,1151.68,407
Puerto Rico,14,Ireland,278.39,279.27,228.29,348.79
Puerto Rico,15,Germany,435.27,412.91,332.16,314.53
Puerto Rico,16,Switzerland,391.51,294.77,251.76,227.72
Puerto Rico,17,Brazil,250.53,280.36,191.62,189.27
Puerto Rico,18,India,60.97,74.96,114.06,169.2
Puerto Rico,19,Argentina,76.87,117.5,88.24,122.41
Puerto Rico,20,Australia,370.08,233.89,152.88,113.09
Puerto Rico,21,Taiwan,242.21,136.1,152.43,111.06
Puerto Rico,22,"Korea, South",127.25,120.83,136.7,109.86
Puerto Rico,23,Panama,195.47,85.21,126.1,103.71
Puerto Rico,24,Hong Kong,376.88,140.2,104.61,70.44
Puerto Rico,25,Ethiopia,0,0,0,59.37
Rhode Island,0,World,2164.11,2388.48,2132.71,2277.83
Rhode Island,0,Top 25,1826.99,1889.02,1836.33,2063.33
Rhode Island,1,Canada,483.35,497.19,530.57,530.68
Rhode Island,2,Mexico,166.2,195.34,180.61,208.05
Rhode Island,3,China,97.75,115.84,129.63,162.87
Rhode Island,4,Dominican Republic,44.33,59.83,92.79,154.4
Rhode Island,5,Taiwan,81.34,90.81,39.52,101.11
Rhode Island,6,Germany,206.04,126.57,108.31,96.11
Rhode Island,7,Japan,33.25,62.2,65.69,92.15
Rhode Island,8,Singapore,72.45,72.29,63.51,85.86
Rhode Island,9,Italy,91.87,78.6,77.83,85.86
Rhode Island,10,United Kingdom,56.55,65.06,59.09,72.04
Rhode Island,11,Turkey,162.08,124.19,131.94,64.04
Rhode Island,12,Ireland,21.38,70.98,92.8,54.82
Rhode Island,13,India,12.71,25.61,12.38,48.93
Rhode Island,14,Hong Kong,39.57,41.19,43.91,45.02
Rhode Island,15,France,67.98,54.09,43,39.77
Rhode Island,16,"Korea, South",30.81,40.1,29.09,37.17
Rhode Island,17,Kuwait,1.5,17.75,3.75,25.81
Rhode Island,18,Brazil,15.24,12.54,9.08,23.27
Rhode Island,19,Thailand,14.75,14.05,18.5,22.99
Rhode Island,20,Belgium,30.14,36.32,24.94,21.67
Rhode Island,21,Costa Rica,22.31,22.26,17.23,21.12
Rhode Island,22,Australia,12.61,10.11,9.36,18.43
Rhode Island,23,Austria,17.31,19.74,17.02,17.63
Rhode Island,24,Netherlands,17.83,15.47,19.89,17.49
Rhode Island,25,Malaysia,27.63,20.9,15.87,16.01
South Carolina,0,World,26341.16,29773.01,30988.7,31321.94
South Carolina,0,Top 25,22176.96,24054.27,27016.68,28275.08
South Carolina,1,China,4878.64,4229.93,4435.6,6432.3
South Carolina,2,Germany,3183.17,3873.65,3908.21,3744.93
South Carolina,3,Canada,3733.31,3628.88,3692.7,3478.35
South Carolina,4,United Kingdom,1362.31,1887.09,2842.11,2841.71
South Carolina,5,Mexico,1884.23,2225.74,2501.32,2118.15
South Carolina,6,Japan,655.28,916.39,1802.63,1094.34
South Carolina,7,Australia,747.61,874.31,796.05,791.89
South Carolina,8,Spain,101.63,111.77,92.27,677.22
South Carolina,9,"Korea, South",602.18,631.76,587.45,633.79
South Carolina,10,Belgium,513.73,718.64,669.55,615.57
South Carolina,11,Vietnam,115.48,124.56,295.94,603.76
South Carolina,12,Singapore,279.75,372.75,1116.25,559.5
South Carolina,13,United Arab Emirates,383.27,465.73,548.51,532.94
South Carolina,14,Saudi Arabia,456.65,385.1,524.77,478.4
South Carolina,15,Colombia,195.13,204.42,424.9,435.49
South Carolina,16,Chile,375.07,291.66,213.66,401.41
South Carolina,17,Netherlands,435.83,614.3,404.84,381.84
South Carolina,18,Brazil,652.4,592.27,485.22,363.71
South Carolina,19,France,387.77,454.03,423.51,361.11
South Carolina,20,India,351.97,386.2,380.6,349.46
South Carolina,21,Thailand,143.29,149.25,155.7,326.31
South Carolina,22,Norway,20.99,51.35,10.95,295.26
South Carolina,23,Taiwan,282.79,210.57,219.74,269.05
South Carolina,24,Russia,191.48,323.44,292.72,266.08
South Carolina,25,Italy,243,330.47,191.48,222.5
South Dakota,0,World,1582.15,1577.59,1419.99,1223.35
South Dakota,0,Top 25,1451.94,1437.09,1282.84,1138.65
South Dakota,1,Canada,694.06,696.7,526.21,454.35
South Dakota,2,Mexico,370.81,342.82,389.29,308.49
South Dakota,3,China,48.54,39.27,33.96,64.76
South Dakota,4,Japan,40.62,42.58,56.39,61.08
South Dakota,5,Australia,38.84,29.07,33.95,29.28
South Dakota,6,"Korea, South",16.32,34.16,31.66,28.01
South Dakota,7,Belgium,33.8,51.09,23.4,20.34
South Dakota,8,United Kingdom,8.6,10.13,9.33,17.88
South Dakota,9,Israel,13.27,17.5,13.77,17.39
South Dakota,10,Germany,17.44,18.65,15.47,15.86
South Dakota,11,Hong Kong,17.5,12.65,16.35,14.9
South Dakota,12,Morocco,0,0.13,0.63,12.88
South Dakota,13,New Zealand,8.21,13.57,7.9,11.71
South Dakota,14,Vietnam,2.54,4.28,4.08,11.04
South Dakota,15,Netherlands,4.81,4.15,7.12,8.04
South Dakota,16,Italy,2.52,0.79,3.39,7.53
South Dakota,17,Turkey,2.17,2.01,1.94,7.38
South Dakota,18,Saudi Arabia,69.81,51.4,64.04,6.89
South Dakota,19,Chile,6.87,5.4,4.62,6.8
South Dakota,20,Thailand,8.24,5,5.44,6.8
South Dakota,21,France,6.61,10.72,10.22,6.63
South Dakota,22,Brazil,23.71,20.54,6.5,5.51
South Dakota,23,Philippines,7.01,12.64,3.12,5.39
South Dakota,24,Taiwan,6.54,8.28,8.26,5.06
South Dakota,25,Argentina,3.07,3.55,5.81,4.64
Tennessee,0,World,32473.72,33250.9,32587.84,31432.68
Tennessee,0,Top 25,28802.3,29632.87,29083.57,28299.49
Tennessee,1,Canada,8719.9,9161.43,8678.32,8722.25
Tennessee,2,Mexico,4484.46,5077.21,4911.86,4466.48
Tennessee,3,China,2224.95,2334,2228.76,2199.74
Tennessee,4,Japan,1984,1731.47,1866.75,1709.51
Tennessee,5,Belgium,1231.59,1184.36,1275.17,1295.38
Tennessee,6,Netherlands,1031.23,1023.73,1124.8,1088.9
Tennessee,7,Singapore,1004.03,980.84,976.16,1073.21
Tennessee,8,United Kingdom,885.99,921.25,955.92,954.92
Tennessee,9,Germany,730.88,806.66,921.26,949.13
Tennessee,10,"Korea, South",689.84,745.91,794.79,771.86
Tennessee,11,Australia,925.09,858.33,905.35,719.65
Tennessee,12,Brazil,749.77,832.93,732.49,492.92
Tennessee,13,Hong Kong,289.22,289.54,323.34,481.44
Tennessee,14,France,366.65,331.58,337.84,410.33
Tennessee,15,United Arab Emirates,604.59,496.94,538.42,383.9
Tennessee,16,Chile,449.04,376.34,439.51,343.9
Tennessee,17,India,256.19,260.54,292.28,299.93
Tennessee,18,Italy,290.61,348.86,260.45,295.2
Tennessee,19,Saudi Arabia,360.25,373.21,199.12,289.14
Tennessee,20,Switzerland,261.12,295.17,270.87,269.53
Tennessee,21,Taiwan,322.6,316.79,256.97,263.96
Tennessee,22,Vietnam,157.02,141.3,252.14,245.61
Tennessee,23,Colombia,289.26,347.09,252.74,222.82
Tennessee,24,Turkey,377.92,271.9,175.92,184.32
Tennessee,25,Spain,116.12,125.47,112.36,165.46
Texas,0,World,277715.52,285559.32,248605.73,231106.72
Texas,0,Top 25,235083.09,242723.81,213584.37,199040.97
Texas,1,Mexico,99256.92,100096.45,92945.64,91745.88
Texas,2,Canada,26054.31,31376.85,25508.74,19960.12
Texas,3,China,10847.29,10918.89,11499.98,10793.29
Texas,4,Brazil,10845.69,11833.57,7221.35,7062.29
Texas,5,"Korea, South",7830.24,9074.56,8094.15,6892.71
Texas,6,Netherlands,9500.08,8756.27,6731.71,6373.01
Texas,7,Japan,5111.16,5590.41,5071.62,6193.33
Texas,8,Singapore,5735.12,5485.72,4913.64,4718.48
Texas,9,Taiwan,4101.5,4071.43,3271.39,4298.67
Texas,10,United Kingdom,3739.63,4424.93,4274.9,3986.79
Texas,11,Colombia,7095.8,7249.24,5827.54,3849.93
Texas,12,Belgium,4663.61,4619.3,4593.71,3660.25
Texas,13,Germany,2790.6,3184.58,3290.34,3412.77
Texas,14,Saudi Arabia,3845.38,3600.52,3332.53,2784.19
Texas,15,Chile,4582.73,4017.81,3010.18,2724.3
Texas,16,France,3718.54,3203.68,2598.82,2440.39
Texas,17,Hong Kong,1714.92,1942.86,2075.01,2371.29
Texas,18,Argentina,3063.28,3383.24,2679.32,2274.36
Texas,19,Peru,3061.48,2705.2,2360.25,2269.2
Texas,20,Venezuela,5368.46,4574.62,3945.08,2266.8
Texas,21,India,1981.97,1962,1754.91,2101.92
Texas,22,United Arab Emirates,2676.25,2599.07,2412.4,2072.24
Texas,23,Ecuador,2691.61,3668.44,2712.4,1757.55
Texas,24,Costa Rica,2332.41,2039.86,1543.95,1542.22
Texas,25,Australia,2474.09,2344.34,1914.8,1488.96
Utah,0,World,16111.19,12224.1,13308.38,12077.72
Utah,0,Top 25,15204.98,11330.75,12460.48,11311.69
Utah,1,United Kingdom,1293.3,1415.21,3036.57,3074.05
Utah,2,Hong Kong,5527.65,1760.56,1947.34,1506.78
Utah,3,Canada,1323.53,1423.1,1491.92,1323.01
Utah,4,Mexico,546.79,742.02,853.94,740.89
Utah,5,China,1412.73,891.68,841.08,648.38
Utah,6,Taiwan,476.58,676.82,710.23,610.17
Utah,7,Japan,628.18,552.73,547.69,504.04
Utah,8,Netherlands,254.47,387.78,364.85,448.26
Utah,9,Germany,228.35,255.83,266.47,343.23
Utah,10,"Korea, South",341.07,403.69,376.79,318.32
Utah,11,Singapore,644.42,545.37,359.08,291.17
Utah,12,Switzerland,268.48,254.72,219.06,209.03
Utah,13,Australia,161.56,184.28,190.52,189.49
Utah,14,Italy,168.11,139.91,167.32,173.41
